Region,Year,PIN,Category
LandLocked developing countries,1963,16,non_food
LandLocked developing countries,1962,14,non_food
LandLocked developing countries,1961,13,non_food
Least Developed Countries,2007,108,non_food
Least Developed Countries,2006,114,non_food
Least Developed Countries,2005,116,non_food
Least Developed Countries,2004,116,non_food
Least Developed Countries,2003,107,non_food
Least Developed Countries,2002,107,non_food
Least Developed Countries,2001,105,non_food
Least Developed Countries,2000,95,non_food
Least Developed Countries,1999,99,non_food
Least Developed Countries,1998,103,non_food
Least Developed Countries,1997,111,non_food
Least Developed Countries,1996,106,non_food
Least Developed Countries,1995,92,non_food
Least Developed Countries,1994,87,non_food
Least Developed Countries,1993,85,non_food
Least Developed Countries,1992,86,non_food
Least Developed Countries,1991,88,non_food
Least Developed Countries,1990,84,non_food
Least Developed Countries,1989,82,non_food
Least Developed Countries,1988,80,non_food
Least Developed Countries,1987,85,non_food
Least Developed Countries,1986,89,non_food
Least Developed Countries,1985,86,non_food
Least Developed Countries,1984,81,non_food
Least Developed Countries,1983,78,non_food
Least Developed Countries,1982,75,non_food
Least Developed Countries,1981,69,non_food
Least Developed Countries,1980,70,non_food
Least Developed Countries,1979,73,non_food
Least Developed Countries,1978,79,non_food
Least Developed Countries,1977,78,non_food
Least Developed Countries,1976,74,non_food
Least Developed Countries,1975,80,non_food
Least Developed Countries,1974,83,non_food
Least Developed Countries,1973,85,non_food
Least Developed Countries,1972,86,non_food
Least Developed Countries,1971,81,non_food
Least Developed Countries,1970,85,non_food
Least Developed Countries,1969,86,non_food
Least Developed Countries,1968,76,non_food
Least Developed Countries,1967,78,non_food
Least Developed Countries,1966,74,non_food
Least Developed Countries,1965,72,non_food
Least Developed Countries,1964,66,non_food
Least Developed Countries,1963,66,non_food
Least Developed Countries,1962,67,non_food
Least Developed Countries,1961,61,non_food
Melanesia,2007,98,non_food
Melanesia,2006,67,non_food
Melanesia,2005,99,non_food
Melanesia,2004,81,non_food
Melanesia,2003,87,non_food
Melanesia,2002,87,non_food
Melanesia,2001,86,non_food
Melanesia,2000,106,non_food
Melanesia,1999,106,non_food
Melanesia,1998,103,non_food
Melanesia,1997,80,non_food
Melanesia,1996,83,non_food
Melanesia,1995,76,non_food
Melanesia,1994,88,non_food
Melanesia,1993,85,non_food
Melanesia,1992,70,non_food
Melanesia,1991,66,non_food
Melanesia,1990,80,non_food
Melanesia,1989,86,non_food
Melanesia,1988,82,non_food
Melanesia,1987,82,non_food
Melanesia,1986,64,non_food
Melanesia,1985,77,non_food
Melanesia,1984,65,non_food
Melanesia,1983,79,non_food
Melanesia,1982,60,non_food
Melanesia,1981,70,non_food
Melanesia,1980,76,non_food
Melanesia,1979,69,non_food
Melanesia,1978,62,non_food
Melanesia,1977,55,non_food
Melanesia,1976,55,non_food
Melanesia,1975,53,non_food
Melanesia,1974,49,non_food
Melanesia,1973,48,non_food
Melanesia,1972,40,non_food
Melanesia,1971,37,non_food
Melanesia,1970,36,non_food
Melanesia,1969,30,non_food
Melanesia,1968,23,non_food
Melanesia,1967,24,non_food
Melanesia,1966,20,non_food
Melanesia,1965,18,non_food
Melanesia,1964,16,non_food
Melanesia,1963,13,non_food
Melanesia,1962,11,non_food
Melanesia,1961,9,non_food
Middle Africa,2007,70,non_food
Middle Africa,2006,84,non_food
Middle Africa,2005,94,non_food
Middle Africa,2004,84,non_food
Middle Africa,2003,88,non_food
Middle Africa,2002,88,non_food
Middle Africa,2001,98,non_food
Middle Africa,2000,98,non_food
Middle Africa,1999,103,non_food
Middle Africa,1998,103,non_food
Middle Africa,1997,111,non_food
Middle Africa,1996,118,non_food
Middle Africa,1995,100,non_food
Middle Africa,1994,95,non_food
Middle Africa,1993,81,non_food
Middle Africa,1992,86,non_food
Middle Africa,1991,100,non_food
Middle Africa,1990,96,non_food
Middle Africa,1989,97,non_food
Middle Africa,1988,105,non_food
Middle Africa,1987,88,non_food
Middle Africa,1986,95,non_food
Middle Africa,1985,91,non_food
Middle Africa,1984,99,non_food
Middle Africa,1983,91,non_food
Middle Africa,1982,94,non_food
Middle Africa,1981,80,non_food
Middle Africa,1980,87,non_food
Middle Africa,1979,83,non_food
Middle Africa,1978,94,non_food
Middle Africa,1977,92,non_food
Middle Africa,1976,99,non_food
Middle Africa,1975,123,non_food
Middle Africa,1974,134,non_food
Middle Africa,1973,124,non_food
Middle Africa,1972,126,non_food
Middle Africa,1971,128,non_food
Middle Africa,1970,128,non_food
Middle Africa,1969,130,non_food
Middle Africa,1968,123,non_food
Middle Africa,1967,113,non_food
Middle Africa,1966,110,non_food
Middle Africa,1965,100,non_food
Middle Africa,1964,97,non_food
Middle Africa,1963,96,non_food
Middle Africa,1962,94,non_food
Middle Africa,1961,82,non_food
Northern Africa,2007,99,non_food
Northern Africa,2006,96,non_food
Northern Africa,2005,98,non_food
Northern Africa,2004,110,non_food
Northern Africa,2003,87,non_food
Northern Africa,2002,105,non_food
Northern Africa,2001,117,non_food
Northern Africa,2000,91,non_food
Northern Africa,1999,90,non_food
Northern Africa,1998,94,non_food
Northern Africa,1997,118,non_food
Northern Africa,1996,123,non_food
Northern Africa,1995,99,non_food
Northern Africa,1994,94,non_food
Northern Africa,1993,126,non_food
Northern Africa,1992,117,non_food
Northern Africa,1991,111,non_food
Northern Africa,1990,120,non_food
Northern Africa,1989,117,non_food
Northern Africa,1988,115,non_food
Northern Africa,1987,136,non_food
Northern Africa,1986,142,non_food
Northern Africa,1985,159,non_food
Northern Africa,1984,152,non_food
Northern Africa,1983,144,non_food
Northern Africa,1982,148,non_food
Northern Africa,1981,144,non_food
Northern Africa,1980,153,non_food
Northern Africa,1979,144,non_food
Northern Africa,1978,149,non_food
Northern Africa,1977,133,non_food
Northern Africa,1976,125,non_food
Northern Africa,1975,146,non_food
Northern Africa,1974,164,non_food
Northern Africa,1973,157,non_food
Northern Africa,1972,171,non_food
Northern Africa,1971,171,non_food
Northern Africa,1970,166,non_food
Northern Africa,1969,173,non_food
Northern Africa,1968,142,non_food
Northern Africa,1967,142,non_food
Northern Africa,1966,139,non_food
Northern Africa,1965,150,non_food
Northern Africa,1964,136,non_food
Northern Africa,1963,135,non_food
Northern Africa,1962,148,non_food
Northern Africa,1961,103,non_food
Northern America,2007,99,non_food
Northern America,2006,107,non_food
Northern America,2005,121,non_food
Northern America,2004,118,non_food
Northern America,2003,96,non_food
Northern America,2002,92,non_food
Northern America,2001,108,non_food
Northern America,2000,94,non_food
Northern America,1999,97,non_food
Northern America,1998,86,non_food
Northern America,1997,110,non_food
Northern America,1996,108,non_food
Northern America,1995,101,non_food
Northern America,1994,112,non_food
Northern America,1993,96,non_food
Northern America,1992,96,non_food
Northern America,1991,104,non_food
Northern America,1990,94,non_food
Northern America,1989,75,non_food
Northern America,1988,88,non_food
Northern America,1987,85,non_food
Northern America,1986,64,non_food
Northern America,1985,84,non_food
Northern America,1984,84,non_food
Northern America,1983,57,non_food
Northern America,1982,83,non_food
Northern America,1981,100,non_food
Northern America,1980,76,non_food
Northern America,1979,90,non_food
Northern America,1978,78,non_food
Northern America,1977,93,non_food
Northern America,1976,76,non_food
Northern America,1975,69,non_food
Northern America,1974,81,non_food
Northern America,1973,86,non_food
Northern America,1972,88,non_food
Northern America,1971,74,non_food
Northern America,1970,78,non_food
Northern America,1969,75,non_food
Northern America,1968,77,non_food
Northern America,1967,63,non_food
Northern America,1966,73,non_food
Northern America,1965,98,non_food
Northern America,1964,102,non_food
Northern America,1963,105,non_food
Northern America,1962,102,non_food
Northern America,1961,96,non_food
Northern Europe,2007,84,non_food
Northern Europe,2006,85,non_food
Northern Europe,2005,94,non_food
Northern Europe,2004,89,non_food
Northern Europe,2003,89,non_food
Northern Europe,2002,84,non_food
Northern Europe,2001,83,non_food
Northern Europe,2000,92,non_food
Northern Europe,1999,124,non_food
Northern Europe,1998,107,non_food
Northern Europe,1997,99,non_food
Northern Europe,1996,96,non_food
Northern Europe,1995,99,non_food
Northern Europe,1994,100,non_food
Northern Europe,1993,109,non_food
Northern Europe,1992,115,non_food
Northern Europe,1991,112,non_food
Northern Europe,1990,100,non_food
Northern Europe,1989,95,non_food
Northern Europe,1988,74,non_food
Northern Europe,1987,66,non_food
Northern Europe,1986,63,non_food
Northern Europe,1985,61,non_food
Northern Europe,1984,57,non_food
Northern Europe,1983,56,non_food
Northern Europe,1982,53,non_food
Northern Europe,1981,55,non_food
Northern Europe,1980,55,non_food
Northern Europe,1979,55,non_food
Northern Europe,1978,52,non_food
Northern Europe,1977,49,non_food
Northern Europe,1976,51,non_food
Northern Europe,1975,53,non_food
Northern Europe,1974,53,non_food
Northern Europe,1973,52,non_food
Northern Europe,1972,52,non_food
Northern Europe,1971,52,non_food
Northern Europe,1970,51,non_food
Northern Europe,1969,53,non_food
Northern Europe,1968,59,non_food
Northern Europe,1967,62,non_food
Northern Europe,1966,65,non_food
Northern Europe,1965,64,non_food
Northern Europe,1964,63,non_food
Northern Europe,1963,63,non_food
Northern Europe,1962,64,non_food
Northern Europe,1961,64,non_food
Oceania,2007,63,non_food
Oceania,2006,79,non_food
Oceania,2005,84,non_food
Oceania,2004,68,non_food
Oceania,2003,72,non_food
Oceania,2002,90,non_food
Oceania,2001,101,non_food
Oceania,2000,99,non_food
Oceania,1999,98,non_food
Oceania,1998,97,non_food
Oceania,1997,96,non_food
Oceania,1996,84,non_food
Oceania,1995,84,non_food
Oceania,1994,90,non_food
Oceania,1993,93,non_food
Oceania,1992,103,non_food
Oceania,1991,109,non_food
Oceania,1990,105,non_food
Oceania,1989,96,non_food
Oceania,1988,94,non_food
Oceania,1987,90,non_food
Oceania,1986,87,non_food
Oceania,1985,86,non_food
Oceania,1984,74,non_food
Oceania,1983,71,non_food
Oceania,1982,72,non_food
Oceania,1981,71,non_food
Oceania,1980,69,non_food
Oceania,1979,65,non_food
Oceania,1978,62,non_food
Oceania,1977,62,non_food
Oceania,1976,65,non_food
Oceania,1975,67,non_food
Oceania,1974,61,non_food
Oceania,1973,64,non_food
Oceania,1972,74,non_food
Oceania,1971,74,non_food
Oceania,1970,76,non_food
Oceania,1969,74,non_food
Oceania,1968,68,non_food
Oceania,1967,67,non_food
Oceania,1966,64,non_food
Oceania,1965,67,non_food
Oceania,1964,65,non_food
Oceania,1963,62,non_food
Oceania,1962,62,non_food
Oceania,1961,59,non_food
Polynesia,2007,110,non_food
Polynesia,2006,98,non_food
Polynesia,2005,98,non_food
Polynesia,2004,97,non_food
Polynesia,2003,99,non_food
Polynesia,2002,99,non_food
Polynesia,2001,99,non_food
Polynesia,2000,99,non_food
Polynesia,1999,100,non_food
Polynesia,1998,101,non_food
Polynesia,1997,101,non_food
Polynesia,1996,102,non_food
Polynesia,1995,101,non_food
Polynesia,1994,102,non_food
Polynesia,1993,99,non_food
Polynesia,1992,100,non_food
Polynesia,1991,102,non_food
Polynesia,1990,103,non_food
Polynesia,1989,106,non_food
Polynesia,1988,103,non_food
Polynesia,1987,103,non_food
Polynesia,1986,105,non_food
Polynesia,1985,115,non_food
Polynesia,1984,116,non_food
Polynesia,1983,135,non_food
Polynesia,1982,111,non_food
Polynesia,1981,128,non_food
Polynesia,1980,139,non_food
Polynesia,1979,143,non_food
Polynesia,1978,129,non_food
Polynesia,1977,116,non_food
Polynesia,1976,121,non_food
Polynesia,1975,135,non_food
Polynesia,1974,124,non_food
Polynesia,1973,114,non_food
Polynesia,1972,104,non_food
Polynesia,1971,125,non_food
Polynesia,1970,117,non_food
Polynesia,1969,121,non_food
Polynesia,1968,125,non_food
Polynesia,1967,104,non_food
Polynesia,1966,106,non_food
Polynesia,1965,75,non_food
Polynesia,1964,93,non_food
Polynesia,1963,74,non_food
Polynesia,1962,106,non_food
Polynesia,1961,62,non_food
Small Island Developing States,2007,90,non_food
Small Island Developing States,2006,83,non_food
Small Island Developing States,2005,88,non_food
Small Island Developing States,2004,88,non_food
Small Island Developing States,2003,86,non_food
Small Island Developing States,2002,93,non_food
Small Island Developing States,2001,95,non_food
Small Island Developing States,2000,104,non_food
Small Island Developing States,1999,99,non_food
Small Island Developing States,1998,127,non_food
Small Island Developing States,1997,109,non_food
Small Island Developing States,1996,104,non_food
Small Island Developing States,1995,94,non_food
Small Island Developing States,1994,89,non_food
Small Island Developing States,1993,93,non_food
Small Island Developing States,1992,92,non_food
Small Island Developing States,1991,106,non_food
Small Island Developing States,1990,114,non_food
Small Island Developing States,1989,131,non_food
Small Island Developing States,1988,126,non_food
Small Island Developing States,1987,125,non_food
Small Island Developing States,1986,124,non_food
Small Island Developing States,1985,133,non_food
Small Island Developing States,1984,127,non_food
Small Island Developing States,1983,122,non_food
Small Island Developing States,1982,126,non_food
Small Island Developing States,1981,136,non_food
Small Island Developing States,1980,106,non_food
Small Island Developing States,1979,125,non_food
Small Island Developing States,1978,124,non_food
Small Island Developing States,1977,117,non_food
Small Island Developing States,1976,133,non_food
Small Island Developing States,1975,116,non_food
Small Island Developing States,1974,117,non_food
Small Island Developing States,1973,122,non_food
Small Island Developing States,1972,102,non_food
Small Island Developing States,1971,88,non_food
Small Island Developing States,1970,91,non_food
Small Island Developing States,1969,92,non_food
Small Island Developing States,1968,96,non_food
Small Island Developing States,1967,103,non_food
Small Island Developing States,1966,105,non_food
Small Island Developing States,1965,98,non_food
Small Island Developing States,1964,114,non_food
Small Island Developing States,1963,118,non_food
Small Island Developing States,1962,119,non_food
Small Island Developing States,1961,116,non_food
